IMO,Vessel_Name,AIS_Timestamp,AIS_Longtitude,AIS_Latitude,AIS_Speed_Over_Ground,AIS_Heading,AIS_Breadth_Moulded,AIS_Breadth_Extreme,AIS_Length_Overall,AIS_East,AIS_North
9052678,SELVAAGSUND,2020-01-03 12:07:51,9.194911666666666,63.92161333333333,7.724537744297528,348.0,11.0,11.1,81.7,15764.649505962036,101437.00420537498
9052678,SELVAAGSUND,2020-01-03 12:10:32,9.194358333333334,63.92714,7.445648820144077,347.0,11.0,11.1,81.7,15793.660315800225,102053.37567532994
9052678,SELVAAGSUND,2020-01-03 12:14:01,9.193543333333334,63.93399166666666,7.113577975962879,347.0,11.0,11.1,81.7,15823.34001041134,102818.095373936
9052678,SELVAAGSUND,2020-01-03 12:20:12,9.191028333333332,63.94684,7.532193068759352,348.0,11.0,11.1,81.7,15830.859039779869,104256.51026189234
9052678,SELVAAGSUND,2020-01-03 12:21:22,9.190675,63.94933166666666,7.728225856217216,347.0,11.0,11.1,81.7,15838.896757759505,104534.86046092957
9052678,SELVAAGSUND,2020-01-03 12:26:22,9.190045,63.95956833333333,7.39676241900648,348.0,11.0,11.1,81.7,15912.074476165695,105674.75441640524
9052678,SELVAAGSUND,2020-01-03 12:31:32,9.189243333333334,63.96991166666667,7.23429944959242,358.0,11.0,11.1,81.7,15977.988296128518,106827.26170977297
9052678,SELVAAGSUND,2020-01-03 12:32:25,9.190125,63.97173333333333,7.614552345246342,34.0,11.0,11.1,81.7,16039.522928710445,107025.67618759537
9052678,SELVAAGSUND,2020-01-03 12:38:31,9.215676666666667,63.98234666666666,9.146133555217224,39.0,11.0,11.1,81.7,17393.946484253043,108090.8587714741
9052678,SELVAAGSUND,2020-01-03 12:41:52,9.229368333333333,63.98835333333334,9.162780052222686,42.0,11.0,11.1,81.7,18122.556355967306,108697.3638950428
9052678,SELVAAGSUND,2020-01-03 12:44:41,9.24132,63.993345,9.286619295308446,42.0,11.0,11.1,81.7,18755.8129651614,109198.97143547423
9264348,VETLEFJORD,2020-01-04 12:00:08,8.919178333333333,63.91163333333333,20.304693734011366,64.0,9.0,0.0,25.75,2178.880934437504,101589.12760002166
9264348,VETLEFJORD,2020-01-04 12:00:31,8.923766666666667,63.91253666666667,20.850521175697246,64.0,9.0,0.0,25.75,2412.8260642690584,101667.98177127633
9264348,VETLEFJORD,2020-01-04 12:06:31,8.990314999999999,63.92712,19.697224622030237,54.0,9.0,0.0,25.75,5819.992200834502,102978.14123043977
9264348,VETLEFJORD,2020-01-04 12:10:50,9.03402,63.94038333333334,19.544103004578165,54.0,9.0,0.0,25.75,8094.344096406421,104249.91522056516
9264348,VETLEFJORD,2020-01-04 12:12:37,9.05131,63.94689333333334,20.272917381562745,44.0,9.0,0.0,25.75,9006.697390810994,104893.74753497912
9264348,VETLEFJORD,2020-01-04 12:18:37,9.08686,63.97400500000001,18.83584233261339,15.0,9.0,0.0,25.75,11023.29542171204,107742.89113791473
9264348,VETLEFJORD,2020-01-04 12:21:39,9.088501666666666,63.978105000000006,4.9565150831889495,349.0,9.0,0.0,25.75,11145.773902449466,108190.81016649584
